query_index	selectivity	bucket	centroid_margin	truth_list_count	nprobe_50	nprobe_90	nprobe_95	nprobe_100	maximum_truth_list_rank	nprobe	truth_list_recall	candidates_visited	matching_candidates	database_fraction
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	192	1.0	25262	8107	0.08420666666666667
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	256	1.0	35834	11760	0.11944666666666667
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	384	1.0	58590	19359	0.1953
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	512	1.0	79635	26131	0.26545
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	576	1.0	91306	29630	0.3043533333333333
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	768	1.0	132045	41473	0.44015
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	1024	1.0	184155	53806	0.61385
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	1152	1.0	211770	60979	0.7059
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	1536	1.0	300000	87262	1.0
12	0.0918	medium	0.010145485	7	13	30	34	34	34	1	0.0	144	7	0.00048
12	0.0918	medium	0.010145485	7	13	30	34	34	34	2	0.0	302	18	0.0010066666666666666
12	0.0918	medium	0.010145485	7	13	30	34	34	34	4	0.0	647	53	0.0021566666666666665
12	0.0918	medium	0.010145485	7	13	30	34	34	34	8	0.3	1081	111	0.0036033333333333334
12	0.0918	medium	0.010145485	7	13	30	34	34	34	16	0.7	2049	217	0.00683
12	0.0918	medium	0.010145485	7	13	30	34	34	34	32	0.9	3943	455	0.013143333333333333
12	0.0918	medium	0.010145485	7	13	30	34	34	34	64	1.0	8168	956	0.027226666666666666
12	0.0918	medium	0.010145485	7	13	30	34	34	34	128	1.0	16898	2116	0.056326666666666664
12	0.0918	medium	0.010145485	7	13	30	34	34	34	192	1.0	26871	3261	0.08957
12	0.0918	medium	0.010145485	7	13	30	34	34	34	256	1.0	35931	4385	0.11977
12	0.0918	medium	0.010145485	7	13	30	34	34	34	384	1.0	55139	6240	0.18379666666666666
12	0.0918	medium	0.010145485	7	13	30	34	34	34	512	1.0	76484	8401	0.25494666666666665
12	0.0918	medium	0.010145485	7	13	30	34	34	34	576	1.0	87887	9668	0.29295666666666664
12	0.0918	medium	0.010145485	7	13	30	34	34	34	768	1.0	128052	13298	0.42684
12	0.0918	medium	0.010145485	7	13	30	34	34	34	1024	1.0	185396	18504	0.6179866666666667
12	0.0918	medium	0.010145485	7	13	30	34	34	34	1152	1.0	214504	21079	0.7150133333333333
12	0.0918	medium	0.010145485	7	13	30	34	34	34	1536	1.0	300000	27540	1.0
